"","query","noutputs"
1419,"\W!x{\w+al\Wen\w+}\W",174
1420,"\W!x{\w+al\Wpro\w+}\W",335
1421,"\W!x{\w+al\W\w+ation}\W",531
1422,"\W!x{\w+al\W\w+ive}\W",44
1423,"\W!x{\w+al\Wdis\w+}\W",183
1424,"\W!x{\w+al\W\w+ous}\W",34
1425,"\W!x{\w+al\W\w+ate}\W",161
1426,"\W!x{\w+al\W\w+ure}\W",242
1427,"\W!x{\w+al\Wpre\w+}\W",98
1428,"\W!x{\w+al\W\w+ment}\W",368
1429,"\W!x{\w+al\W\w+ence}\W",353
1430,"\W!x{\w+al\W\w+able}\W",52
1431,"\W!x{\w+al\W\w+ant}\W",191
1432,"\W!x{\w+al\W\w+ity}\W",350
1433,"\W!x{\w+al\W\w+ness}\W",308
1434,"\W!x{\w+al\W\w+ance}\W",217
1435,"\W!x{\w+al\W\w+ful}\W",16
1436,"\W!x{\w+al\Wim\w+}\W",116
1437,"\W!x{\w+al\W\w+age}\W",139
1438,"\W!x{\w+al\W\w+ish}\W",55
1439,"\W!x{\w+al\W\w+ic}\W",85
1440,"\W!x{\w+al\W\w+ary}\W",68
1441,"\W!x{\w+al\W\w+mi[ts]\w+}\W",74
1442,"\W!x{\w+al\W\w+bio?\w+}\W",101
1443,"\W!x{\w+al\W\w+ise}\W",66
1444,"\W!x{\w+al\Wbi\w+}\W",39
1445,"\W!x{\w+al\W\w+less}\W",8
1446,"\W!x{\w+al\Winter\w+}\W",147
1447,"\W!x{\w+al\Wmis\w+}\W",36
1448,"\W!x{\w+al\W\w+ible}\W",13
1449,"\W!x{\w+al\Wcol\w+}\W",51
1450,"\W!x{\w+al\Wtri\w+}\W",52
1451,"\W!x{\w+al\W\w+spect?\w+}\W",67
1452,"\W!x{\w+al\Wem\w+}\W",40
1453,"\W!x{\w+al\W\w+pan\w+}\W",32
1454,"\W!x{\w+al\W\w+ver[ts]\w+}\W",45
1455,"\W!x{\w+al\Wsub\w+}\W",45
1456,"\W!x{\w+al\W\w+press\w+}\W",75
1457,"\W!x{\w+al\W\w+port\w+}\W",46
1458,"\W!x{\w+al\W\w+ian}\W",37
1459,"\W!x{\w+al\W\w+auto?\w+}\W",23
1460,"\W!x{\w+al\W\w+ist}\W",46
1461,"\W!x{\w+al\W\w+dict?\w+}\W",31
1462,"\W!x{\w+al\W\w+form\w+}\W",67
1463,"\W!x{\w+al\Wil\w+}\W",18
1464,"\W!x{\w+al\Wnon\w+}\W",2
1465,"\W!x{\w+al\W\w+ship}\W",29
1466,"\W!x{\w+al\W\w+scri(pt|b)\w+}\W",12
1467,"\W!x{\w+al\W\w+stru(ct)?\w+}\W",61
1468,"\W!x{\w+al\W\w+eer}\W",23
1469,"\W!x{\w+al\W\w+c[ae]pt\w+}\W",23
1470,"\W!x{\w+al\W\w+cial}\W",9
1471,"\W!x{\w+al\W\w+cide\w+}\W",17
1472,"\W!x{\w+al\W\w+fact?\w+}\W",26
1473,"\W!x{\w+al\W\w+p(el|uls)\w+}\W",26
1474,"\W!x{\w+al\Wir\w+}\W",12
1475,"\W!x{\w+al\W\w+ject\w+}\W",39
1476,"\W!x{\w+al\W\w+tude}\W",35
1477,"\W!x{\w+al\Wuni\w+}\W",13
1478,"\W!x{\w+al\W\w+hood}\W",15
1479,"\W!x{\w+al\W\w+tract\w+}\W",17
1480,"\W!x{\w+al\W\w+ize}\W",12
1481,"\W!x{\w+al\W\w+pa(th|ss)\w+}\W",18
1482,"\W!x{\w+al\Wcontra\w+}\W",11
1483,"\W!x{\w+al\Wbene\w+}\W",20
1484,"\W!x{\w+al\Wtrans\w+}\W",14
1485,"\W!x{\w+al\W\w+fle[cx]\w+}\W",19
1486,"\W!x{\w+al\W\w+rupt\w+}\W",9
1487,"\W!x{\w+al\W\w+graph\w+}\W",26
1488,"\W!x{\w+al\Wpost\w+}\W",11
1489,"\W!x{\w+al\W\w+tial}\W",5
1490,"\W!x{\w+al\Wmal\w+}\W",1
1491,"\W!x{\w+al\W\w+ism}\W",12
1492,"\W!x{\w+al\Wdia\w+}\W",9
1493,"\W!x{\w+al\W\w+homo?\w+}\W",3
1494,"\W!x{\w+al\Wmulti\w+}\W",3
1495,"\W!x{\w+al\W\w+gr(ad|ess)\w+}\W",9
1496,"\W!x{\w+al\Wanti\w+}\W",9
1497,"\W!x{\w+al\Wmono\w+}\W",6
1498,"\W!x{\w+al\W\w+logy}\W",7
1499,"\W!x{\w+al\W\w+spire\w+}\W",1
1500,"\W!x{com\w+\Wa\w+}\W",2662
1501,"\W!x{com\w+\Wan\w+}\W",1186
1502,"\W!x{com\w+\W\w+er}\W",761
1503,"\W!x{com\w+\Wco\w+}\W",238
1504,"\W!x{com\w+\W\w+ly}\W",234
1505,"\W!x{com\w+\Wbe\w+}\W",225
1506,"\W!x{com\w+\Wre\w+}\W",138
1507,"\W!x{com\w+\W\w+or}\W",402
1508,"\W!x{com\w+\W\w+ion}\W",150
1509,"\W!x{com\w+\Win\w+}\W",459
1510,"\W!x{com\w+\Wde\w+}\W",73
1511,"\W!x{com\w+\Wdi\w+}\W",60
1512,"\W!x{com\w+\W\w+ent}\W",67
1513,"\W!x{com\w+\W\w+geo?\w+}\W",102
1514,"\W!x{com\w+\W\w+al}\W",53
1515,"\W!x{com\w+\Wcom\w+}\W",41
1516,"\W!x{com\w+\Wcon\w+}\W",62
1517,"\W!x{com\w+\Wun\w+}\W",90
1518,"\W!x{com\w+\Wex\w+}\W",61
1519,"\W!x{com\w+\Wen\w+}\W",63
1520,"\W!x{com\w+\Wpro\w+}\W",43
1521,"\W!x{com\w+\W\w+ation}\W",47
1522,"\W!x{com\w+\W\w+ive}\W",19
1523,"\W!x{com\w+\Wdis\w+}\W",25
1524,"\W!x{com\w+\W\w+ous}\W",10
1525,"\W!x{com\w+\W\w+ate}\W",16
1526,"\W!x{com\w+\W\w+ure}\W",37
1527,"\W!x{com\w+\Wpre\w+}\W",21
1528,"\W!x{com\w+\W\w+ment}\W",25
1529,"\W!x{com\w+\W\w+ence}\W",48
1530,"\W!x{com\w+\W\w+able}\W",15
1531,"\W!x{com\w+\W\w+ant}\W",10
1532,"\W!x{com\w+\W\w+ity}\W",47
1533,"\W!x{com\w+\W\w+ness}\W",27
1534,"\W!x{com\w+\W\w+ance}\W",38
1535,"\W!x{com\w+\W\w+ful}\W",3
1536,"\W!x{com\w+\Wim\w+}\W",17
1537,"\W!x{com\w+\W\w+age}\W",17
1538,"\W!x{com\w+\W\w+ish}\W",3
1539,"\W!x{com\w+\W\w+ic}\W",7
1540,"\W!x{com\w+\W\w+ary}\W",10
1541,"\W!x{com\w+\W\w+mi[ts]\w+}\W",10
1542,"\W!x{com\w+\W\w+bio?\w+}\W",14
1543,"\W!x{com\w+\W\w+ise}\W",9
1544,"\W!x{com\w+\Wbi\w+}\W",7
1545,"\W!x{com\w+\W\w+less}\W",9
1546,"\W!x{com\w+\Winter\w+}\W",21
1547,"\W!x{com\w+\Wmis\w+}\W",7
1548,"\W!x{com\w+\W\w+ible}\W",5
1549,"\W!x{com\w+\Wcol\w+}\W",5
1550,"\W!x{com\w+\Wtri\w+}\W",14
1551,"\W!x{com\w+\W\w+spect?\w+}\W",11
1552,"\W!x{com\w+\Wem\w+}\W",10
1553,"\W!x{com\w+\W\w+pan\w+}\W",4
1554,"\W!x{com\w+\W\w+ver[ts]\w+}\W",10
1555,"\W!x{com\w+\Wsub\w+}\W",2
1556,"\W!x{com\w+\W\w+press\w+}\W",20
1557,"\W!x{com\w+\W\w+port\w+}\W",4
1558,"\W!x{com\w+\W\w+ian}\W",2
1559,"\W!x{com\w+\W\w+auto?\w+}\W",6
1560,"\W!x{com\w+\W\w+ist}\W",5
1561,"\W!x{com\w+\W\w+dict?\w+}\W",6
1562,"\W!x{com\w+\W\w+form\w+}\W",4
1563,"\W!x{com\w+\Wil\w+}\W",0
1564,"\W!x{com\w+\Wnon\w+}\W",5
1565,"\W!x{com\w+\W\w+ship}\W",1
1566,"\W!x{com\w+\W\w+scri(pt|b)\w+}\W",11
1567,"\W!x{com\w+\W\w+stru(ct)?\w+}\W",6
1568,"\W!x{com\w+\W\w+eer}\W",2
1569,"\W!x{com\w+\W\w+c[ae]pt\w+}\W",5
1570,"\W!x{com\w+\W\w+cial}\W",3
1571,"\W!x{com\w+\W\w+cide\w+}\W",2
1572,"\W!x{com\w+\W\w+fact?\w+}\W",6
1573,"\W!x{com\w+\W\w+p(el|uls)\w+}\W",2
1574,"\W!x{com\w+\Wir\w+}\W",2
1575,"\W!x{com\w+\W\w+ject\w+}\W",5
1576,"\W!x{com\w+\W\w+tude}\W",7
1577,"\W!x{com\w+\Wuni\w+}\W",1
1578,"\W!x{com\w+\W\w+hood}\W",5
1579,"\W!x{com\w+\W\w+tract\w+}\W",4
1580,"\W!x{com\w+\W\w+ize}\W",3
1581,"\W!x{com\w+\W\w+pa(th|ss)\w+}\W",2
1582,"\W!x{com\w+\Wcontra\w+}\W",5
1583,"\W!x{com\w+\Wbene\w+}\W",3
1584,"\W!x{com\w+\Wtrans\w+}\W",5
1585,"\W!x{com\w+\W\w+fle[cx]\w+}\W",5
1586,"\W!x{com\w+\W\w+rupt\w+}\W",4
1587,"\W!x{com\w+\W\w+graph\w+}\W",3
1588,"\W!x{com\w+\Wpost\w+}\W",1
1589,"\W!x{com\w+\W\w+tial}\W",0
1590,"\W!x{com\w+\Wmal\w+}\W",1
1591,"\W!x{com\w+\W\w+ism}\W",1
1592,"\W!x{com\w+\Wdia\w+}\W",1
1593,"\W!x{com\w+\W\w+homo?\w+}\W",0
1594,"\W!x{com\w+\Wmulti\w+}\W",1
1595,"\W!x{com\w+\W\w+gr(ad|ess)\w+}\W",0
1596,"\W!x{com\w+\Wanti\w+}\W",1
1597,"\W!x{com\w+\Wmono\w+}\W",2
1598,"\W!x{com\w+\W\w+logy}\W",1
1599,"\W!x{com\w+\W\w+spire\w+}\W",0
1600,"\W!x{con\w+\Wa\w+}\W",2143
1601,"\W!x{con\w+\Wan\w+}\W",937
1602,"\W!x{con\w+\W\w+er}\W",557
1603,"\W!x{con\w+\Wco\w+}\W",210
1604,"\W!x{con\w+\W\w+ly}\W",183
1605,"\W!x{con\w+\Wbe\w+}\W",252
1606,"\W!x{con\w+\Wre\w+}\W",164
1607,"\W!x{con\w+\W\w+or}\W",361
1608,"\W!x{con\w+\W\w+ion}\W",261
1609,"\W!x{con\w+\Win\w+}\W",246
1610,"\W!x{con\w+\Wde\w+}\W",69
1611,"\W!x{con\w+\Wdi\w+}\W",116
1612,"\W!x{con\w+\W\w+ent}\W",88
1613,"\W!x{con\w+\W\w+geo?\w+}\W",128
1614,"\W!x{con\w+\W\w+al}\W",73
1615,"\W!x{con\w+\Wcom\w+}\W",66
1616,"\W!x{con\w+\Wcon\w+}\W",61
1617,"\W!x{con\w+\Wun\w+}\W",95
1618,"\W!x{con\w+\Wex\w+}\W",81
1619,"\W!x{con\w+\Wen\w+}\W",55
1620,"\W!x{con\w+\Wpro\w+}\W",51
1621,"\W!x{con\w+\W\w+ation}\W",116
1622,"\W!x{con\w+\W\w+ive}\W",18
1623,"\W!x{con\w+\Wdis\w+}\W",54
1624,"\W!x{con\w+\W\w+ous}\W",21
1625,"\W!x{con\w+\W\w+ate}\W",71
1626,"\W!x{con\w+\W\w+ure}\W",41
1627,"\W!x{con\w+\Wpre\w+}\W",36
1628,"\W!x{con\w+\W\w+ment}\W",45
1629,"\W!x{con\w+\W\w+ence}\W",51
1630,"\W!x{con\w+\W\w+able}\W",14
1631,"\W!x{con\w+\W\w+ant}\W",14
1632,"\W!x{con\w+\W\w+ity}\W",69
1633,"\W!x{con\w+\W\w+ness}\W",45
1634,"\W!x{con\w+\W\w+ance}\W",46
1635,"\W!x{con\w+\W\w+ful}\W",8
1636,"\W!x{con\w+\Wim\w+}\W",41
1637,"\W!x{con\w+\W\w+age}\W",21
1638,"\W!x{con\w+\W\w+ish}\W",7
1639,"\W!x{con\w+\W\w+ic}\W",14
1640,"\W!x{con\w+\W\w+ary}\W",12
1641,"\W!x{con\w+\W\w+mi[ts]\w+}\W",19
1642,"\W!x{con\w+\W\w+bio?\w+}\W",25
1643,"\W!x{con\w+\W\w+ise}\W",12
1644,"\W!x{con\w+\Wbi\w+}\W",7
1645,"\W!x{con\w+\W\w+less}\W",6
1646,"\W!x{con\w+\Winter\w+}\W",30
1647,"\W!x{con\w+\Wmis\w+}\W",12
1648,"\W!x{con\w+\W\w+ible}\W",13
1649,"\W!x{con\w+\Wcol\w+}\W",7
1650,"\W!x{con\w+\Wtri\w+}\W",5
1651,"\W!x{con\w+\W\w+spect?\w+}\W",13
1652,"\W!x{con\w+\Wem\w+}\W",21
1653,"\W!x{con\w+\W\w+pan\w+}\W",10
1654,"\W!x{con\w+\W\w+ver[ts]\w+}\W",6
1655,"\W!x{con\w+\Wsub\w+}\W",8
1656,"\W!x{con\w+\W\w+press\w+}\W",11
1657,"\W!x{con\w+\W\w+port\w+}\W",12
1658,"\W!x{con\w+\W\w+ian}\W",4
1659,"\W!x{con\w+\W\w+auto?\w+}\W",3
1660,"\W!x{con\w+\W\w+ist}\W",7
1661,"\W!x{con\w+\W\w+dict?\w+}\W",6
1662,"\W!x{con\w+\W\w+form\w+}\W",53
1663,"\W!x{con\w+\Wil\w+}\W",1
1664,"\W!x{con\w+\Wnon\w+}\W",2
1665,"\W!x{con\w+\W\w+ship}\W",5
1666,"\W!x{con\w+\W\w+scri(pt|b)\w+}\W",1
1667,"\W!x{con\w+\W\w+stru(ct)?\w+}\W",6
1668,"\W!x{con\w+\W\w+eer}\W",7
1669,"\W!x{con\w+\W\w+c[ae]pt\w+}\W",6
1670,"\W!x{con\w+\W\w+cial}\W",5
1671,"\W!x{con\w+\W\w+cide\w+}\W",1
1672,"\W!x{con\w+\W\w+fact?\w+}\W",3
1673,"\W!x{con\w+\W\w+p(el|uls)\w+}\W",5
1674,"\W!x{con\w+\Wir\w+}\W",2
1675,"\W!x{con\w+\W\w+ject\w+}\W",10
1676,"\W!x{con\w+\W\w+tude}\W",5
1677,"\W!x{con\w+\Wuni\w+}\W",4
1678,"\W!x{con\w+\W\w+hood}\W",0
1679,"\W!x{con\w+\W\w+tract\w+}\W",1
1680,"\W!x{con\w+\W\w+ize}\W",7
1681,"\W!x{con\w+\W\w+pa(th|ss)\w+}\W",1
1682,"\W!x{con\w+\Wcontra\w+}\W",3
1683,"\W!x{con\w+\Wbene\w+}\W",4
1684,"\W!x{con\w+\Wtrans\w+}\W",2
1685,"\W!x{con\w+\W\w+fle[cx]\w+}\W",10
1686,"\W!x{con\w+\W\w+rupt\w+}\W",1
1687,"\W!x{con\w+\W\w+graph\w+}\W",2
1688,"\W!x{con\w+\Wpost\w+}\W",1
1689,"\W!x{con\w+\W\w+tial}\W",3
1690,"\W!x{con\w+\Wmal\w+}\W",1
1691,"\W!x{con\w+\W\w+ism}\W",3
1692,"\W!x{con\w+\Wdia\w+}\W",4
1693,"\W!x{con\w+\W\w+homo?\w+}\W",0
1694,"\W!x{con\w+\Wmulti\w+}\W",0
1695,"\W!x{con\w+\W\w+gr(ad|ess)\w+}\W",0
1696,"\W!x{con\w+\Wanti\w+}\W",2
1697,"\W!x{con\w+\Wmono\w+}\W",0
1698,"\W!x{con\w+\W\w+logy}\W",1
1699,"\W!x{con\w+\W\w+spire\w+}\W",0
1700,"\W!x{un\w+\Wa\w+}\W",2062
1701,"\W!x{un\w+\Wan\w+}\W",889
1702,"\W!x{un\w+\W\w+er}\W",838
1703,"\W!x{un\w+\Wco\w+}\W",414
1704,"\W!x{un\w+\W\w+ly}\W",111
1705,"\W!x{un\w+\Wbe\w+}\W",177
1706,"\W!x{un\w+\Wre\w+}\W",235
1707,"\W!x{un\w+\W\w+or}\W",293
1708,"\W!x{un\w+\W\w+ion}\W",488
1709,"\W!x{un\w+\Win\w+}\W",177
1710,"\W!x{un\w+\Wde\w+}\W",174
1711,"\W!x{un\w+\Wdi\w+}\W",152
1712,"\W!x{un\w+\W\w+ent}\W",183
1713,"\W!x{un\w+\W\w+geo?\w+}\W",110
1714,"\W!x{un\w+\W\w+al}\W",82
1715,"\W!x{un\w+\Wcom\w+}\W",90
1716,"\W!x{un\w+\Wcon\w+}\W",157
1717,"\W!x{un\w+\Wun\w+}\W",46
1718,"\W!x{un\w+\Wex\w+}\W",110
1719,"\W!x{un\w+\Wen\w+}\W",61
1720,"\W!x{un\w+\Wpro\w+}\W",68
1721,"\W!x{un\w+\W\w+ation}\W",159
1722,"\W!x{un\w+\W\w+ive}\W",21
1723,"\W!x{un\w+\Wdis\w+}\W",86
1724,"\W!x{un\w+\W\w+ous}\W",45
1725,"\W!x{un\w+\W\w+ate}\W",86
1726,"\W!x{un\w+\W\w+ure}\W",88
1727,"\W!x{un\w+\Wpre\w+}\W",71
1728,"\W!x{un\w+\W\w+ment}\W",108
1729,"\W!x{un\w+\W\w+ence}\W",140
1730,"\W!x{un\w+\W\w+able}\W",29
1731,"\W!x{un\w+\W\w+ant}\W",30
1732,"\W!x{un\w+\W\w+ity}\W",116
1733,"\W!x{un\w+\W\w+ness}\W",131
1734,"\W!x{un\w+\W\w+ance}\W",92
1735,"\W!x{un\w+\W\w+ful}\W",23
1736,"\W!x{un\w+\Wim\w+}\W",33
1737,"\W!x{un\w+\W\w+age}\W",57
1738,"\W!x{un\w+\W\w+ish}\W",27
1739,"\W!x{un\w+\W\w+ic}\W",20
1740,"\W!x{un\w+\W\w+ary}\W",21
1741,"\W!x{un\w+\W\w+mi[ts]\w+}\W",22
1742,"\W!x{un\w+\W\w+bio?\w+}\W",23
1743,"\W!x{un\w+\W\w+ise}\W",30
1744,"\W!x{un\w+\Wbi\w+}\W",14
1745,"\W!x{un\w+\W\w+less}\W",5
1746,"\W!x{un\w+\Winter\w+}\W",46
1747,"\W!x{un\w+\Wmis\w+}\W",24
1748,"\W!x{un\w+\W\w+ible}\W",5
1749,"\W!x{un\w+\Wcol\w+}\W",18
1750,"\W!x{un\w+\Wtri\w+}\W",12
1751,"\W!x{un\w+\W\w+spect?\w+}\W",30
1752,"\W!x{un\w+\Wem\w+}\W",9
1753,"\W!x{un\w+\W\w+pan\w+}\W",20
1754,"\W!x{un\w+\W\w+ver[ts]\w+}\W",16
1755,"\W!x{un\w+\Wsub\w+}\W",23
1756,"\W!x{un\w+\W\w+press\w+}\W",15
1757,"\W!x{un\w+\W\w+port\w+}\W",9
1758,"\W!x{un\w+\W\w+ian}\W",11
1759,"\W!x{un\w+\W\w+auto?\w+}\W",18
1760,"\W!x{un\w+\W\w+ist}\W",4
1761,"\W!x{un\w+\W\w+dict?\w+}\W",15
1762,"\W!x{un\w+\W\w+form\w+}\W",6
1763,"\W!x{un\w+\Wil\w+}\W",4
1764,"\W!x{un\w+\Wnon\w+}\W",3
1765,"\W!x{un\w+\W\w+ship}\W",7
1766,"\W!x{un\w+\W\w+scri(pt|b)\w+}\W",7
1767,"\W!x{un\w+\W\w+stru(ct)?\w+}\W",11
1768,"\W!x{un\w+\W\w+eer}\W",10
1769,"\W!x{un\w+\W\w+c[ae]pt\w+}\W",7
1770,"\W!x{un\w+\W\w+cial}\W",4
1771,"\W!x{un\w+\W\w+cide\w+}\W",9
1772,"\W!x{un\w+\W\w+fact?\w+}\W",21
1773,"\W!x{un\w+\W\w+p(el|uls)\w+}\W",18
1774,"\W!x{un\w+\Wir\w+}\W",2
1775,"\W!x{un\w+\W\w+ject\w+}\W",21
1776,"\W!x{un\w+\W\w+tude}\W",18
1777,"\W!x{un\w+\Wuni\w+}\W",10
1778,"\W!x{un\w+\W\w+hood}\W",6
1779,"\W!x{un\w+\W\w+tract\w+}\W",3
1780,"\W!x{un\w+\W\w+ize}\W",4
1781,"\W!x{un\w+\W\w+pa(th|ss)\w+}\W",3
1782,"\W!x{un\w+\Wcontra\w+}\W",6
1783,"\W!x{un\w+\Wbene\w+}\W",2
1784,"\W!x{un\w+\Wtrans\w+}\W",3
1785,"\W!x{un\w+\W\w+fle[cx]\w+}\W",2
1786,"\W!x{un\w+\W\w+rupt\w+}\W",10
1787,"\W!x{un\w+\W\w+graph\w+}\W",3
1788,"\W!x{un\w+\Wpost\w+}\W",2
1789,"\W!x{un\w+\W\w+tial}\W",2
1790,"\W!x{un\w+\Wmal\w+}\W",2
1791,"\W!x{un\w+\W\w+ism}\W",4
1792,"\W!x{un\w+\Wdia\w+}\W",2
1793,"\W!x{un\w+\W\w+homo?\w+}\W",4
1794,"\W!x{un\w+\Wmulti\w+}\W",2
1795,"\W!x{un\w+\W\w+gr(ad|ess)\w+}\W",4
1796,"\W!x{un\w+\Wanti\w+}\W",3
1797,"\W!x{un\w+\Wmono\w+}\W",4
1798,"\W!x{un\w+\W\w+logy}\W",0
1799,"\W!x{un\w+\W\w+spire\w+}\W",0
1800,"\W!x{ex\w+\Wa\w+}\W",1631
1801,"\W!x{ex\w+\Wan\w+}\W",686
1802,"\W!x{ex\w+\W\w+er}\W",446
1803,"\W!x{ex\w+\Wco\w+}\W",259
1804,"\W!x{ex\w+\W\w+ly}\W",114
1805,"\W!x{ex\w+\Wbe\w+}\W",155
1806,"\W!x{ex\w+\Wre\w+}\W",142
1807,"\W!x{ex\w+\W\w+or}\W",386
1808,"\W!x{ex\w+\W\w+ion}\W",197
1809,"\W!x{ex\w+\Win\w+}\W",182
1810,"\W!x{ex\w+\Wde\w+}\W",103
1811,"\W!x{ex\w+\Wdi\w+}\W",94
1812,"\W!x{ex\w+\W\w+ent}\W",111
1813,"\W!x{ex\w+\W\w+geo?\w+}\W",67
1814,"\W!x{ex\w+\W\w+al}\W",91
1815,"\W!x{ex\w+\Wcom\w+}\W",65
1816,"\W!x{ex\w+\Wcon\w+}\W",110
1817,"\W!x{ex\w+\Wun\w+}\W",73
1818,"\W!x{ex\w+\Wex\w+}\W",54
1819,"\W!x{ex\w+\Wen\w+}\W",45
1820,"\W!x{ex\w+\Wpro\w+}\W",50
1821,"\W!x{ex\w+\W\w+ation}\W",64
1822,"\W!x{ex\w+\W\w+ive}\W",22
1823,"\W!x{ex\w+\Wdis\w+}\W",45
1824,"\W!x{ex\w+\W\w+ous}\W",45
1825,"\W!x{ex\w+\W\w+ate}\W",52
1826,"\W!x{ex\w+\W\w+ure}\W",61
1827,"\W!x{ex\w+\Wpre\w+}\W",29
1828,"\W!x{ex\w+\W\w+ment}\W",63
1829,"\W!x{ex\w+\W\w+ence}\W",27
1830,"\W!x{ex\w+\W\w+able}\W",84
1831,"\W!x{ex\w+\W\w+ant}\W",33
1832,"\W!x{ex\w+\W\w+ity}\W",94
1833,"\W!x{ex\w+\W\w+ness}\W",101
1834,"\W!x{ex\w+\W\w+ance}\W",57
1835,"\W!x{ex\w+\W\w+ful}\W",42
1836,"\W!x{ex\w+\Wim\w+}\W",40
1837,"\W!x{ex\w+\W\w+age}\W",21
1838,"\W!x{ex\w+\W\w+ish}\W",18
1839,"\W!x{ex\w+\W\w+ic}\W",15
1840,"\W!x{ex\w+\W\w+ary}\W",17
1841,"\W!x{ex\w+\W\w+mi[ts]\w+}\W",23
1842,"\W!x{ex\w+\W\w+bio?\w+}\W",31
1843,"\W!x{ex\w+\W\w+ise}\W",14
1844,"\W!x{ex\w+\Wbi\w+}\W",19
1845,"\W!x{ex\w+\W\w+less}\W",3
1846,"\W!x{ex\w+\Winter\w+}\W",28
1847,"\W!x{ex\w+\Wmis\w+}\W",11
1848,"\W!x{ex\w+\W\w+ible}\W",13
1849,"\W!x{ex\w+\Wcol\w+}\W",12
1850,"\W!x{ex\w+\Wtri\w+}\W",5
1851,"\W!x{ex\w+\W\w+spect?\w+}\W",11
1852,"\W!x{ex\w+\Wem\w+}\W",10
1853,"\W!x{ex\w+\W\w+pan\w+}\W",10
1854,"\W!x{ex\w+\W\w+ver[ts]\w+}\W",7
1855,"\W!x{ex\w+\Wsub\w+}\W",9
1856,"\W!x{ex\w+\W\w+press\w+}\W",15
1857,"\W!x{ex\w+\W\w+port\w+}\W",20
1858,"\W!x{ex\w+\W\w+ian}\W",5
1859,"\W!x{ex\w+\W\w+auto?\w+}\W",20
1860,"\W!x{ex\w+\W\w+ist}\W",9
1861,"\W!x{ex\w+\W\w+dict?\w+}\W",7
1862,"\W!x{ex\w+\W\w+form\w+}\W",15
1863,"\W!x{ex\w+\Wil\w+}\W",9
1864,"\W!x{ex\w+\Wnon\w+}\W",7
1865,"\W!x{ex\w+\W\w+ship}\W",7
1866,"\W!x{ex\w+\W\w+scri(pt|b)\w+}\W",11
1867,"\W!x{ex\w+\W\w+stru(ct)?\w+}\W",7
1868,"\W!x{ex\w+\W\w+eer}\W",3
1869,"\W!x{ex\w+\W\w+c[ae]pt\w+}\W",5
1870,"\W!x{ex\w+\W\w+cial}\W",4
1871,"\W!x{ex\w+\W\w+cide\w+}\W",5
1872,"\W!x{ex\w+\W\w+fact?\w+}\W",9
1873,"\W!x{ex\w+\W\w+p(el|uls)\w+}\W",4
1874,"\W!x{ex\w+\Wir\w+}\W",1
1875,"\W!x{ex\w+\W\w+ject\w+}\W",9
1876,"\W!x{ex\w+\W\w+tude}\W",4
1877,"\W!x{ex\w+\Wuni\w+}\W",8
1878,"\W!x{ex\w+\W\w+hood}\W",3
1879,"\W!x{ex\w+\W\w+tract\w+}\W",1
1880,"\W!x{ex\w+\W\w+ize}\W",2
1881,"\W!x{ex\w+\W\w+pa(th|ss)\w+}\W",7
1882,"\W!x{ex\w+\Wcontra\w+}\W",7
1883,"\W!x{ex\w+\Wbene\w+}\W",3
1884,"\W!x{ex\w+\Wtrans\w+}\W",6
1885,"\W!x{ex\w+\W\w+fle[cx]\w+}\W",2
1886,"\W!x{ex\w+\W\w+rupt\w+}\W",1
1887,"\W!x{ex\w+\W\w+graph\w+}\W",2
1888,"\W!x{ex\w+\Wpost\w+}\W",4
1889,"\W!x{ex\w+\W\w+tial}\W",4
1890,"\W!x{ex\w+\Wmal\w+}\W",1
1891,"\W!x{ex\w+\W\w+ism}\W",2
1892,"\W!x{ex\w+\Wdia\w+}\W",2
1893,"\W!x{ex\w+\W\w+homo?\w+}\W",0
1894,"\W!x{ex\w+\Wmulti\w+}\W",1
1895,"\W!x{ex\w+\W\w+gr(ad|ess)\w+}\W",2
1896,"\W!x{ex\w+\Wanti\w+}\W",1
1897,"\W!x{ex\w+\Wmono\w+}\W",1
1898,"\W!x{ex\w+\W\w+logy}\W",1
1899,"\W!x{ex\w+\W\w+spire\w+}\W",0
1900,"\W!x{en\w+\Wa\w+}\W",1252
1901,"\W!x{en\w+\Wan\w+}\W",558
1902,"\W!x{en\w+\W\w+er}\W",329
1903,"\W!x{en\w+\Wco\w+}\W",150
1904,"\W!x{en\w+\W\w+ly}\W",91
1905,"\W!x{en\w+\Wbe\w+}\W",107
1906,"\W!x{en\w+\Wre\w+}\W",111
1907,"\W!x{en\w+\W\w+or}\W",543
1908,"\W!x{en\w+\W\w+ion}\W",124
1909,"\W!x{en\w+\Win\w+}\W",265
1910,"\W!x{en\w+\Wde\w+}\W",50
1911,"\W!x{en\w+\Wdi\w+}\W",52
1912,"\W!x{en\w+\W\w+ent}\W",61
1913,"\W!x{en\w+\W\w+geo?\w+}\W",45
1914,"\W!x{en\w+\W\w+al}\W",39
1915,"\W!x{en\w+\Wcom\w+}\W",41
1916,"\W!x{en\w+\Wcon\w+}\W",52
1917,"\W!x{en\w+\Wun\w+}\W",57
1918,"\W!x{en\w+\Wex\w+}\W",25
1919,"\W!x{en\w+\Wen\w+}\W",20
1920,"\W!x{en\w+\Wpro\w+}\W",32
1921,"\W!x{en\w+\W\w+ation}\W",36
1922,"\W!x{en\w+\W\w+ive}\W",8
1923,"\W!x{en\w+\Wdis\w+}\W",24
