"","query","noutputs"
0,"\W!x{((a\w+|an\w+|\w+er)\W+){5}(a\w+|an\w+|\w+er)}\W",119
2971,"\W!x{((\w+ly|\w+ent|pre\w+)\W+){5}(\w+ly|\w+ent|pre\w+)}\W",7
2972,"\W!x{((\w+ly|\w+ent|\w+ment)\W+){5}(\w+ly|\w+ent|\w+ment)}\W",7
2973,"\W!x{((\w+ly|\w+ent|\w+ence)\W+){5}(\w+ly|\w+ent|\w+ence)}\W",7
2974,"\W!x{((\w+ly|\w+ent|\w+able)\W+){5}(\w+ly|\w+ent|\w+able)}\W",7
2975,"\W!x{((\w+ly|\w+ent|\w+ant)\W+){5}(\w+ly|\w+ent|\w+ant)}\W",7
2976,"\W!x{((\w+ly|\w+ent|\w+ity)\W+){5}(\w+ly|\w+ent|\w+ity)}\W",7
2977,"\W!x{((\w+ly|\w+ent|\w+ness)\W+){5}(\w+ly|\w+ent|\w+ness)}\W",7
2978,"\W!x{((\w+ly|\w+ent|\w+ance)\W+){5}(\w+ly|\w+ent|\w+ance)}\W",7
2979,"\W!x{((\w+ly|\w+ent|\w+ful)\W+){5}(\w+ly|\w+ent|\w+ful)}\W",7
2980,"\W!x{((\w+ly|\w+ent|im\w+)\W+){5}(\w+ly|\w+ent|im\w+)}\W",7
2981,"\W!x{((\w+ly|\w+ent|\w+age)\W+){5}(\w+ly|\w+ent|\w+age)}\W",7
2982,"\W!x{((\w+ly|\w+ent|\w+ish)\W+){5}(\w+ly|\w+ent|\w+ish)}\W",7
2983,"\W!x{((\w+ly|\w+ent|\w+ic)\W+){5}(\w+ly|\w+ent|\w+ic)}\W",7
2984,"\W!x{((\w+ly|\w+geo?\w+|\w+al)\W+){5}(\w+ly|\w+geo?\w+|\w+al)}\W",12
2985,"\W!x{((\w+ly|\w+geo?\w+|com\w+)\W+){5}(\w+ly|\w+geo?\w+|com\w+)}\W",4
2986,"\W!x{((\w+ly|\w+geo?\w+|con\w+)\W+){5}(\w+ly|\w+geo?\w+|con\w+)}\W",4
2987,"\W!x{((\w+ly|\w+geo?\w+|un\w+)\W+){5}(\w+ly|\w+geo?\w+|un\w+)}\W",4
2988,"\W!x{((\w+ly|\w+geo?\w+|ex\w+)\W+){5}(\w+ly|\w+geo?\w+|ex\w+)}\W",4
2989,"\W!x{((\w+ly|\w+geo?\w+|en\w+)\W+){5}(\w+ly|\w+geo?\w+|en\w+)}\W",4
2990,"\W!x{((\w+ly|\w+geo?\w+|pro\w+)\W+){5}(\w+ly|\w+geo?\w+|pro\w+)}\W",4
2991,"\W!x{((\w+ly|\w+geo?\w+|\w+ation)\W+){5}(\w+ly|\w+geo?\w+|\w+ation)}\W",4
2992,"\W!x{((\w+ly|\w+geo?\w+|\w+ive)\W+){5}(\w+ly|\w+geo?\w+|\w+ive)}\W",4
2993,"\W!x{((\w+ly|\w+geo?\w+|dis\w+)\W+){5}(\w+ly|\w+geo?\w+|dis\w+)}\W",4
2994,"\W!x{((\w+ly|\w+geo?\w+|\w+ous)\W+){5}(\w+ly|\w+geo?\w+|\w+ous)}\W",4
2995,"\W!x{((\w+ly|\w+geo?\w+|\w+ate)\W+){5}(\w+ly|\w+geo?\w+|\w+ate)}\W",4
2996,"\W!x{((\w+ly|\w+geo?\w+|\w+ure)\W+){5}(\w+ly|\w+geo?\w+|\w+ure)}\W",4
2997,"\W!x{((\w+ly|\w+geo?\w+|pre\w+)\W+){5}(\w+ly|\w+geo?\w+|pre\w+)}\W",4
2998,"\W!x{((\w+ly|\w+geo?\w+|\w+ment)\W+){5}(\w+ly|\w+geo?\w+|\w+ment)}\W",4
2999,"\W!x{((\w+ly|\w+geo?\w+|\w+ence)\W+){5}(\w+ly|\w+geo?\w+|\w+ence)}\W",4
3000,"\W!x{((\w+ly|\w+geo?\w+|\w+able)\W+){5}(\w+ly|\w+geo?\w+|\w+able)}\W",4
3001,"\W!x{((\w+ly|\w+geo?\w+|\w+ant)\W+){5}(\w+ly|\w+geo?\w+|\w+ant)}\W",4
3002,"\W!x{((\w+ly|\w+geo?\w+|\w+ity)\W+){5}(\w+ly|\w+geo?\w+|\w+ity)}\W",4
3003,"\W!x{((\w+ly|\w+geo?\w+|\w+ness)\W+){5}(\w+ly|\w+geo?\w+|\w+ness)}\W",4
3004,"\W!x{((\w+ly|\w+geo?\w+|\w+ance)\W+){5}(\w+ly|\w+geo?\w+|\w+ance)}\W",4
3005,"\W!x{((\w+ly|\w+geo?\w+|\w+ful)\W+){5}(\w+ly|\w+geo?\w+|\w+ful)}\W",4
3006,"\W!x{((\w+ly|\w+geo?\w+|im\w+)\W+){5}(\w+ly|\w+geo?\w+|im\w+)}\W",4
3007,"\W!x{((\w+ly|\w+geo?\w+|\w+age)\W+){5}(\w+ly|\w+geo?\w+|\w+age)}\W",4
3008,"\W!x{((\w+ly|\w+geo?\w+|\w+ish)\W+){5}(\w+ly|\w+geo?\w+|\w+ish)}\W",4
3009,"\W!x{((\w+ly|\w+geo?\w+|\w+ic)\W+){5}(\w+ly|\w+geo?\w+|\w+ic)}\W",4
3010,"\W!x{((\w+ly|\w+al|com\w+)\W+){5}(\w+ly|\w+al|com\w+)}\W",12
3011,"\W!x{((\w+ly|\w+al|con\w+)\W+){5}(\w+ly|\w+al|con\w+)}\W",12
3012,"\W!x{((\w+ly|\w+al|un\w+)\W+){5}(\w+ly|\w+al|un\w+)}\W",12
3013,"\W!x{((\w+ly|\w+al|ex\w+)\W+){5}(\w+ly|\w+al|ex\w+)}\W",12
3014,"\W!x{((\w+ly|\w+al|en\w+)\W+){5}(\w+ly|\w+al|en\w+)}\W",12
3015,"\W!x{((\w+ly|\w+al|pro\w+)\W+){5}(\w+ly|\w+al|pro\w+)}\W",12
3016,"\W!x{((\w+ly|\w+al|\w+ation)\W+){5}(\w+ly|\w+al|\w+ation)}\W",12
3017,"\W!x{((\w+ly|\w+al|\w+ive)\W+){5}(\w+ly|\w+al|\w+ive)}\W",12
3018,"\W!x{((\w+ly|\w+al|dis\w+)\W+){5}(\w+ly|\w+al|dis\w+)}\W",12
3019,"\W!x{((\w+ly|\w+al|\w+ous)\W+){5}(\w+ly|\w+al|\w+ous)}\W",12
3020,"\W!x{((\w+ly|\w+al|\w+ate)\W+){5}(\w+ly|\w+al|\w+ate)}\W",12
3021,"\W!x{((\w+ly|\w+al|\w+ure)\W+){5}(\w+ly|\w+al|\w+ure)}\W",12
3022,"\W!x{((\w+ly|\w+al|pre\w+)\W+){5}(\w+ly|\w+al|pre\w+)}\W",12
3023,"\W!x{((\w+ly|\w+al|\w+ment)\W+){5}(\w+ly|\w+al|\w+ment)}\W",12
3024,"\W!x{((\w+ly|\w+al|\w+ence)\W+){5}(\w+ly|\w+al|\w+ence)}\W",12
3025,"\W!x{((\w+ly|\w+al|\w+able)\W+){5}(\w+ly|\w+al|\w+able)}\W",12
3026,"\W!x{((\w+ly|\w+al|\w+ant)\W+){5}(\w+ly|\w+al|\w+ant)}\W",12
3027,"\W!x{((\w+ly|\w+al|\w+ity)\W+){5}(\w+ly|\w+al|\w+ity)}\W",12
3028,"\W!x{((\w+ly|\w+al|\w+ness)\W+){5}(\w+ly|\w+al|\w+ness)}\W",12
3029,"\W!x{((\w+ly|\w+al|\w+ance)\W+){5}(\w+ly|\w+al|\w+ance)}\W",12
3030,"\W!x{((\w+ly|\w+al|\w+ful)\W+){5}(\w+ly|\w+al|\w+ful)}\W",12
3031,"\W!x{((\w+ly|\w+al|im\w+)\W+){5}(\w+ly|\w+al|im\w+)}\W",12
3032,"\W!x{((\w+ly|\w+al|\w+age)\W+){5}(\w+ly|\w+al|\w+age)}\W",12
3033,"\W!x{((\w+ly|\w+al|\w+ish)\W+){5}(\w+ly|\w+al|\w+ish)}\W",12
3034,"\W!x{((\w+ly|\w+al|\w+ic)\W+){5}(\w+ly|\w+al|\w+ic)}\W",12
3035,"\W!x{((\w+ly|com\w+|con\w+)\W+){5}(\w+ly|com\w+|con\w+)}\W",4
3036,"\W!x{((\w+ly|com\w+|un\w+)\W+){5}(\w+ly|com\w+|un\w+)}\W",4
3037,"\W!x{((\w+ly|com\w+|ex\w+)\W+){5}(\w+ly|com\w+|ex\w+)}\W",4
3038,"\W!x{((\w+ly|com\w+|en\w+)\W+){5}(\w+ly|com\w+|en\w+)}\W",4
3039,"\W!x{((\w+ly|com\w+|pro\w+)\W+){5}(\w+ly|com\w+|pro\w+)}\W",4
3040,"\W!x{((\w+ly|com\w+|\w+ation)\W+){5}(\w+ly|com\w+|\w+ation)}\W",4
3041,"\W!x{((\w+ly|com\w+|\w+ive)\W+){5}(\w+ly|com\w+|\w+ive)}\W",4
3042,"\W!x{((\w+ly|com\w+|dis\w+)\W+){5}(\w+ly|com\w+|dis\w+)}\W",4
3043,"\W!x{((\w+ly|com\w+|\w+ous)\W+){5}(\w+ly|com\w+|\w+ous)}\W",4
3044,"\W!x{((\w+ly|com\w+|\w+ate)\W+){5}(\w+ly|com\w+|\w+ate)}\W",4
3045,"\W!x{((\w+ly|com\w+|\w+ure)\W+){5}(\w+ly|com\w+|\w+ure)}\W",4
3046,"\W!x{((\w+ly|com\w+|pre\w+)\W+){5}(\w+ly|com\w+|pre\w+)}\W",4
3047,"\W!x{((\w+ly|com\w+|\w+ment)\W+){5}(\w+ly|com\w+|\w+ment)}\W",4
3048,"\W!x{((\w+ly|com\w+|\w+ence)\W+){5}(\w+ly|com\w+|\w+ence)}\W",4
3049,"\W!x{((\w+ly|com\w+|\w+able)\W+){5}(\w+ly|com\w+|\w+able)}\W",4
3050,"\W!x{((\w+ly|com\w+|\w+ant)\W+){5}(\w+ly|com\w+|\w+ant)}\W",4
3051,"\W!x{((\w+ly|com\w+|\w+ity)\W+){5}(\w+ly|com\w+|\w+ity)}\W",4
3052,"\W!x{((\w+ly|com\w+|\w+ness)\W+){5}(\w+ly|com\w+|\w+ness)}\W",4
3053,"\W!x{((\w+ly|com\w+|\w+ance)\W+){5}(\w+ly|com\w+|\w+ance)}\W",4
3054,"\W!x{((\w+ly|com\w+|\w+ful)\W+){5}(\w+ly|com\w+|\w+ful)}\W",4
3055,"\W!x{((\w+ly|com\w+|im\w+)\W+){5}(\w+ly|com\w+|im\w+)}\W",4
3056,"\W!x{((\w+ly|com\w+|\w+age)\W+){5}(\w+ly|com\w+|\w+age)}\W",4
3057,"\W!x{((\w+ly|com\w+|\w+ish)\W+){5}(\w+ly|com\w+|\w+ish)}\W",4
3058,"\W!x{((\w+ly|com\w+|\w+ic)\W+){5}(\w+ly|com\w+|\w+ic)}\W",4
3059,"\W!x{((\w+ly|con\w+|un\w+)\W+){5}(\w+ly|con\w+|un\w+)}\W",4
3060,"\W!x{((\w+ly|con\w+|ex\w+)\W+){5}(\w+ly|con\w+|ex\w+)}\W",4
3061,"\W!x{((\w+ly|con\w+|en\w+)\W+){5}(\w+ly|con\w+|en\w+)}\W",4
3062,"\W!x{((\w+ly|con\w+|pro\w+)\W+){5}(\w+ly|con\w+|pro\w+)}\W",4
3063,"\W!x{((\w+ly|con\w+|\w+ation)\W+){5}(\w+ly|con\w+|\w+ation)}\W",4
3064,"\W!x{((\w+ly|con\w+|\w+ive)\W+){5}(\w+ly|con\w+|\w+ive)}\W",4
3065,"\W!x{((\w+ly|con\w+|dis\w+)\W+){5}(\w+ly|con\w+|dis\w+)}\W",4
3066,"\W!x{((\w+ly|con\w+|\w+ous)\W+){5}(\w+ly|con\w+|\w+ous)}\W",4
3067,"\W!x{((\w+ly|con\w+|\w+ate)\W+){5}(\w+ly|con\w+|\w+ate)}\W",4
3068,"\W!x{((\w+ly|con\w+|\w+ure)\W+){5}(\w+ly|con\w+|\w+ure)}\W",4
3069,"\W!x{((\w+ly|con\w+|pre\w+)\W+){5}(\w+ly|con\w+|pre\w+)}\W",4
3070,"\W!x{((\w+ly|con\w+|\w+ment)\W+){5}(\w+ly|con\w+|\w+ment)}\W",4
3071,"\W!x{((\w+ly|con\w+|\w+ence)\W+){5}(\w+ly|con\w+|\w+ence)}\W",4
3072,"\W!x{((\w+ly|con\w+|\w+able)\W+){5}(\w+ly|con\w+|\w+able)}\W",4
3073,"\W!x{((\w+ly|con\w+|\w+ant)\W+){5}(\w+ly|con\w+|\w+ant)}\W",4
3074,"\W!x{((\w+ly|con\w+|\w+ity)\W+){5}(\w+ly|con\w+|\w+ity)}\W",4
3075,"\W!x{((\w+ly|con\w+|\w+ness)\W+){5}(\w+ly|con\w+|\w+ness)}\W",4
3076,"\W!x{((\w+ly|con\w+|\w+ance)\W+){5}(\w+ly|con\w+|\w+ance)}\W",4
3077,"\W!x{((\w+ly|con\w+|\w+ful)\W+){5}(\w+ly|con\w+|\w+ful)}\W",4
3078,"\W!x{((\w+ly|con\w+|im\w+)\W+){5}(\w+ly|con\w+|im\w+)}\W",4
3079,"\W!x{((\w+ly|con\w+|\w+age)\W+){5}(\w+ly|con\w+|\w+age)}\W",4
3080,"\W!x{((\w+ly|con\w+|\w+ish)\W+){5}(\w+ly|con\w+|\w+ish)}\W",4
3081,"\W!x{((\w+ly|con\w+|\w+ic)\W+){5}(\w+ly|con\w+|\w+ic)}\W",4
3082,"\W!x{((\w+ly|un\w+|ex\w+)\W+){5}(\w+ly|un\w+|ex\w+)}\W",4
3083,"\W!x{((\w+ly|un\w+|en\w+)\W+){5}(\w+ly|un\w+|en\w+)}\W",4
3084,"\W!x{((\w+ly|un\w+|pro\w+)\W+){5}(\w+ly|un\w+|pro\w+)}\W",4
3085,"\W!x{((\w+ly|un\w+|\w+ation)\W+){5}(\w+ly|un\w+|\w+ation)}\W",4
3086,"\W!x{((\w+ly|un\w+|\w+ive)\W+){5}(\w+ly|un\w+|\w+ive)}\W",4
3087,"\W!x{((\w+ly|un\w+|dis\w+)\W+){5}(\w+ly|un\w+|dis\w+)}\W",4
3088,"\W!x{((\w+ly|un\w+|\w+ous)\W+){5}(\w+ly|un\w+|\w+ous)}\W",4
3089,"\W!x{((\w+ly|un\w+|\w+ate)\W+){5}(\w+ly|un\w+|\w+ate)}\W",4
3090,"\W!x{((\w+ly|un\w+|\w+ure)\W+){5}(\w+ly|un\w+|\w+ure)}\W",4
3091,"\W!x{((\w+ly|un\w+|pre\w+)\W+){5}(\w+ly|un\w+|pre\w+)}\W",4
3092,"\W!x{((\w+ly|un\w+|\w+ment)\W+){5}(\w+ly|un\w+|\w+ment)}\W",4
3093,"\W!x{((\w+ly|un\w+|\w+ence)\W+){5}(\w+ly|un\w+|\w+ence)}\W",4
3094,"\W!x{((\w+ly|un\w+|\w+able)\W+){5}(\w+ly|un\w+|\w+able)}\W",4
3095,"\W!x{((\w+ly|un\w+|\w+ant)\W+){5}(\w+ly|un\w+|\w+ant)}\W",4
3096,"\W!x{((\w+ly|un\w+|\w+ity)\W+){5}(\w+ly|un\w+|\w+ity)}\W",4
3097,"\W!x{((\w+ly|un\w+|\w+ness)\W+){5}(\w+ly|un\w+|\w+ness)}\W",4
3098,"\W!x{((\w+ly|un\w+|\w+ance)\W+){5}(\w+ly|un\w+|\w+ance)}\W",4
3099,"\W!x{((\w+ly|un\w+|\w+ful)\W+){5}(\w+ly|un\w+|\w+ful)}\W",4
3100,"\W!x{((\w+ly|un\w+|im\w+)\W+){5}(\w+ly|un\w+|im\w+)}\W",4
3101,"\W!x{((\w+ly|un\w+|\w+age)\W+){5}(\w+ly|un\w+|\w+age)}\W",4
3102,"\W!x{((\w+ly|un\w+|\w+ish)\W+){5}(\w+ly|un\w+|\w+ish)}\W",4
3103,"\W!x{((\w+ly|un\w+|\w+ic)\W+){5}(\w+ly|un\w+|\w+ic)}\W",4
3104,"\W!x{((\w+ly|ex\w+|en\w+)\W+){5}(\w+ly|ex\w+|en\w+)}\W",4
3105,"\W!x{((\w+ly|ex\w+|pro\w+)\W+){5}(\w+ly|ex\w+|pro\w+)}\W",4
3106,"\W!x{((\w+ly|ex\w+|\w+ation)\W+){5}(\w+ly|ex\w+|\w+ation)}\W",4
3107,"\W!x{((\w+ly|ex\w+|\w+ive)\W+){5}(\w+ly|ex\w+|\w+ive)}\W",4
3108,"\W!x{((\w+ly|ex\w+|dis\w+)\W+){5}(\w+ly|ex\w+|dis\w+)}\W",4
3109,"\W!x{((\w+ly|ex\w+|\w+ous)\W+){5}(\w+ly|ex\w+|\w+ous)}\W",4
3110,"\W!x{((\w+ly|ex\w+|\w+ate)\W+){5}(\w+ly|ex\w+|\w+ate)}\W",4
3111,"\W!x{((\w+ly|ex\w+|\w+ure)\W+){5}(\w+ly|ex\w+|\w+ure)}\W",4
3112,"\W!x{((\w+ly|ex\w+|pre\w+)\W+){5}(\w+ly|ex\w+|pre\w+)}\W",4
3113,"\W!x{((\w+ly|ex\w+|\w+ment)\W+){5}(\w+ly|ex\w+|\w+ment)}\W",4
3114,"\W!x{((\w+ly|ex\w+|\w+ence)\W+){5}(\w+ly|ex\w+|\w+ence)}\W",4
3115,"\W!x{((\w+ly|ex\w+|\w+able)\W+){5}(\w+ly|ex\w+|\w+able)}\W",4
3116,"\W!x{((\w+ly|ex\w+|\w+ant)\W+){5}(\w+ly|ex\w+|\w+ant)}\W",4
3117,"\W!x{((\w+ly|ex\w+|\w+ity)\W+){5}(\w+ly|ex\w+|\w+ity)}\W",4
3118,"\W!x{((\w+ly|ex\w+|\w+ness)\W+){5}(\w+ly|ex\w+|\w+ness)}\W",4
3119,"\W!x{((\w+ly|ex\w+|\w+ance)\W+){5}(\w+ly|ex\w+|\w+ance)}\W",4
3120,"\W!x{((\w+ly|ex\w+|\w+ful)\W+){5}(\w+ly|ex\w+|\w+ful)}\W",4
3121,"\W!x{((\w+ly|ex\w+|im\w+)\W+){5}(\w+ly|ex\w+|im\w+)}\W",4
3122,"\W!x{((\w+ly|ex\w+|\w+age)\W+){5}(\w+ly|ex\w+|\w+age)}\W",4
3123,"\W!x{((\w+ly|ex\w+|\w+ish)\W+){5}(\w+ly|ex\w+|\w+ish)}\W",4
3124,"\W!x{((\w+ly|ex\w+|\w+ic)\W+){5}(\w+ly|ex\w+|\w+ic)}\W",4
3125,"\W!x{((\w+ly|en\w+|pro\w+)\W+){5}(\w+ly|en\w+|pro\w+)}\W",4
3126,"\W!x{((\w+ly|en\w+|\w+ation)\W+){5}(\w+ly|en\w+|\w+ation)}\W",4
3127,"\W!x{((\w+ly|en\w+|\w+ive)\W+){5}(\w+ly|en\w+|\w+ive)}\W",4
3128,"\W!x{((\w+ly|en\w+|dis\w+)\W+){5}(\w+ly|en\w+|dis\w+)}\W",4
3129,"\W!x{((\w+ly|en\w+|\w+ous)\W+){5}(\w+ly|en\w+|\w+ous)}\W",4
3130,"\W!x{((\w+ly|en\w+|\w+ate)\W+){5}(\w+ly|en\w+|\w+ate)}\W",4
3131,"\W!x{((\w+ly|en\w+|\w+ure)\W+){5}(\w+ly|en\w+|\w+ure)}\W",4
3132,"\W!x{((\w+ly|en\w+|pre\w+)\W+){5}(\w+ly|en\w+|pre\w+)}\W",4
3133,"\W!x{((\w+ly|en\w+|\w+ment)\W+){5}(\w+ly|en\w+|\w+ment)}\W",4
3134,"\W!x{((\w+ly|en\w+|\w+ence)\W+){5}(\w+ly|en\w+|\w+ence)}\W",4
3135,"\W!x{((\w+ly|en\w+|\w+able)\W+){5}(\w+ly|en\w+|\w+able)}\W",4
3136,"\W!x{((\w+ly|en\w+|\w+ant)\W+){5}(\w+ly|en\w+|\w+ant)}\W",4
3137,"\W!x{((\w+ly|en\w+|\w+ity)\W+){5}(\w+ly|en\w+|\w+ity)}\W",4
3138,"\W!x{((\w+ly|en\w+|\w+ness)\W+){5}(\w+ly|en\w+|\w+ness)}\W",4
3139,"\W!x{((\w+ly|en\w+|\w+ance)\W+){5}(\w+ly|en\w+|\w+ance)}\W",4
3140,"\W!x{((\w+ly|en\w+|\w+ful)\W+){5}(\w+ly|en\w+|\w+ful)}\W",4
3141,"\W!x{((\w+ly|en\w+|im\w+)\W+){5}(\w+ly|en\w+|im\w+)}\W",4
3142,"\W!x{((\w+ly|en\w+|\w+age)\W+){5}(\w+ly|en\w+|\w+age)}\W",4
3143,"\W!x{((\w+ly|en\w+|\w+ish)\W+){5}(\w+ly|en\w+|\w+ish)}\W",4
3144,"\W!x{((\w+ly|en\w+|\w+ic)\W+){5}(\w+ly|en\w+|\w+ic)}\W",4
3145,"\W!x{((\w+ly|pro\w+|\w+ation)\W+){5}(\w+ly|pro\w+|\w+ation)}\W",4
3146,"\W!x{((\w+ly|pro\w+|\w+ive)\W+){5}(\w+ly|pro\w+|\w+ive)}\W",4
3147,"\W!x{((\w+ly|pro\w+|dis\w+)\W+){5}(\w+ly|pro\w+|dis\w+)}\W",4
3148,"\W!x{((\w+ly|pro\w+|\w+ous)\W+){5}(\w+ly|pro\w+|\w+ous)}\W",4
3149,"\W!x{((\w+ly|pro\w+|\w+ate)\W+){5}(\w+ly|pro\w+|\w+ate)}\W",4
3150,"\W!x{((\w+ly|pro\w+|\w+ure)\W+){5}(\w+ly|pro\w+|\w+ure)}\W",4
3151,"\W!x{((\w+ly|pro\w+|pre\w+)\W+){5}(\w+ly|pro\w+|pre\w+)}\W",4
3152,"\W!x{((\w+ly|pro\w+|\w+ment)\W+){5}(\w+ly|pro\w+|\w+ment)}\W",4
3153,"\W!x{((\w+ly|pro\w+|\w+ence)\W+){5}(\w+ly|pro\w+|\w+ence)}\W",4
3154,"\W!x{((\w+ly|pro\w+|\w+able)\W+){5}(\w+ly|pro\w+|\w+able)}\W",4
3155,"\W!x{((\w+ly|pro\w+|\w+ant)\W+){5}(\w+ly|pro\w+|\w+ant)}\W",4
3156,"\W!x{((\w+ly|pro\w+|\w+ity)\W+){5}(\w+ly|pro\w+|\w+ity)}\W",4
3157,"\W!x{((\w+ly|pro\w+|\w+ness)\W+){5}(\w+ly|pro\w+|\w+ness)}\W",4
3158,"\W!x{((\w+ly|pro\w+|\w+ance)\W+){5}(\w+ly|pro\w+|\w+ance)}\W",4
3159,"\W!x{((\w+ly|pro\w+|\w+ful)\W+){5}(\w+ly|pro\w+|\w+ful)}\W",4
3160,"\W!x{((\w+ly|pro\w+|im\w+)\W+){5}(\w+ly|pro\w+|im\w+)}\W",4
3161,"\W!x{((\w+ly|pro\w+|\w+age)\W+){5}(\w+ly|pro\w+|\w+age)}\W",4
3162,"\W!x{((\w+ly|pro\w+|\w+ish)\W+){5}(\w+ly|pro\w+|\w+ish)}\W",4
3163,"\W!x{((\w+ly|pro\w+|\w+ic)\W+){5}(\w+ly|pro\w+|\w+ic)}\W",4
3164,"\W!x{((\w+ly|\w+ation|\w+ive)\W+){5}(\w+ly|\w+ation|\w+ive)}\W",4
3165,"\W!x{((\w+ly|\w+ation|dis\w+)\W+){5}(\w+ly|\w+ation|dis\w+)}\W",4
3166,"\W!x{((\w+ly|\w+ation|\w+ous)\W+){5}(\w+ly|\w+ation|\w+ous)}\W",4
3167,"\W!x{((\w+ly|\w+ation|\w+ate)\W+){5}(\w+ly|\w+ation|\w+ate)}\W",4
3168,"\W!x{((\w+ly|\w+ation|\w+ure)\W+){5}(\w+ly|\w+ation|\w+ure)}\W",4
3169,"\W!x{((\w+ly|\w+ation|pre\w+)\W+){5}(\w+ly|\w+ation|pre\w+)}\W",4
3170,"\W!x{((\w+ly|\w+ation|\w+ment)\W+){5}(\w+ly|\w+ation|\w+ment)}\W",4
3171,"\W!x{((\w+ly|\w+ation|\w+ence)\W+){5}(\w+ly|\w+ation|\w+ence)}\W",4
3172,"\W!x{((\w+ly|\w+ation|\w+able)\W+){5}(\w+ly|\w+ation|\w+able)}\W",4
3173,"\W!x{((\w+ly|\w+ation|\w+ant)\W+){5}(\w+ly|\w+ation|\w+ant)}\W",4
3174,"\W!x{((\w+ly|\w+ation|\w+ity)\W+){5}(\w+ly|\w+ation|\w+ity)}\W",4
3175,"\W!x{((\w+ly|\w+ation|\w+ness)\W+){5}(\w+ly|\w+ation|\w+ness)}\W",4
3176,"\W!x{((\w+ly|\w+ation|\w+ance)\W+){5}(\w+ly|\w+ation|\w+ance)}\W",4
3177,"\W!x{((\w+ly|\w+ation|\w+ful)\W+){5}(\w+ly|\w+ation|\w+ful)}\W",4
3178,"\W!x{((\w+ly|\w+ation|im\w+)\W+){5}(\w+ly|\w+ation|im\w+)}\W",4
3179,"\W!x{((\w+ly|\w+ation|\w+age)\W+){5}(\w+ly|\w+ation|\w+age)}\W",4
3180,"\W!x{((\w+ly|\w+ation|\w+ish)\W+){5}(\w+ly|\w+ation|\w+ish)}\W",4
3181,"\W!x{((\w+ly|\w+ation|\w+ic)\W+){5}(\w+ly|\w+ation|\w+ic)}\W",4
3182,"\W!x{((\w+ly|\w+ive|dis\w+)\W+){5}(\w+ly|\w+ive|dis\w+)}\W",4
3183,"\W!x{((\w+ly|\w+ive|\w+ous)\W+){5}(\w+ly|\w+ive|\w+ous)}\W",4
3184,"\W!x{((\w+ly|\w+ive|\w+ate)\W+){5}(\w+ly|\w+ive|\w+ate)}\W",4
3185,"\W!x{((\w+ly|\w+ive|\w+ure)\W+){5}(\w+ly|\w+ive|\w+ure)}\W",4
3186,"\W!x{((\w+ly|\w+ive|pre\w+)\W+){5}(\w+ly|\w+ive|pre\w+)}\W",4
3187,"\W!x{((\w+ly|\w+ive|\w+ment)\W+){5}(\w+ly|\w+ive|\w+ment)}\W",4
3188,"\W!x{((\w+ly|\w+ive|\w+ence)\W+){5}(\w+ly|\w+ive|\w+ence)}\W",4
3189,"\W!x{((\w+ly|\w+ive|\w+able)\W+){5}(\w+ly|\w+ive|\w+able)}\W",4
3190,"\W!x{((\w+ly|\w+ive|\w+ant)\W+){5}(\w+ly|\w+ive|\w+ant)}\W",4
3191,"\W!x{((\w+ly|\w+ive|\w+ity)\W+){5}(\w+ly|\w+ive|\w+ity)}\W",4
3192,"\W!x{((\w+ly|\w+ive|\w+ness)\W+){5}(\w+ly|\w+ive|\w+ness)}\W",4
3193,"\W!x{((\w+ly|\w+ive|\w+ance)\W+){5}(\w+ly|\w+ive|\w+ance)}\W",4
3194,"\W!x{((\w+ly|\w+ive|\w+ful)\W+){5}(\w+ly|\w+ive|\w+ful)}\W",4
3195,"\W!x{((\w+ly|\w+ive|im\w+)\W+){5}(\w+ly|\w+ive|im\w+)}\W",4
3196,"\W!x{((\w+ly|\w+ive|\w+age)\W+){5}(\w+ly|\w+ive|\w+age)}\W",4
3197,"\W!x{((\w+ly|\w+ive|\w+ish)\W+){5}(\w+ly|\w+ive|\w+ish)}\W",4
3198,"\W!x{((\w+ly|\w+ive|\w+ic)\W+){5}(\w+ly|\w+ive|\w+ic)}\W",4
3199,"\W!x{((\w+ly|dis\w+|\w+ous)\W+){5}(\w+ly|dis\w+|\w+ous)}\W",4
3200,"\W!x{((\w+ly|dis\w+|\w+ate)\W+){5}(\w+ly|dis\w+|\w+ate)}\W",4
3201,"\W!x{((\w+ly|dis\w+|\w+ure)\W+){5}(\w+ly|dis\w+|\w+ure)}\W",4
3202,"\W!x{((\w+ly|dis\w+|pre\w+)\W+){5}(\w+ly|dis\w+|pre\w+)}\W",4
3203,"\W!x{((\w+ly|dis\w+|\w+ment)\W+){5}(\w+ly|dis\w+|\w+ment)}\W",4
3204,"\W!x{((\w+ly|dis\w+|\w+ence)\W+){5}(\w+ly|dis\w+|\w+ence)}\W",4
3205,"\W!x{((\w+ly|dis\w+|\w+able)\W+){5}(\w+ly|dis\w+|\w+able)}\W",4
3206,"\W!x{((\w+ly|dis\w+|\w+ant)\W+){5}(\w+ly|dis\w+|\w+ant)}\W",4
3207,"\W!x{((\w+ly|dis\w+|\w+ity)\W+){5}(\w+ly|dis\w+|\w+ity)}\W",4
3208,"\W!x{((\w+ly|dis\w+|\w+ness)\W+){5}(\w+ly|dis\w+|\w+ness)}\W",4
